2013;Clinica la paz;2;Azuay;Cuenca;Cuenca;Ecuador;Clinica General;Clinicas Generales sin especialidad;Privados con Fines de Lucro;Sector Privado con fines de lucro;74;0;9;1;2;6;1;4;3;1;1;2;2;2;0;1;3;http://catalogo.datosabiertos.gob.ec/dataset/recursos-y-actividades-de-salud-inec;Residuos peligrosos;Si;7590;No;0;Si;7590;3795;1890;1905;7590;No;No;No;No;No;0;No;0;Urbana;http://catalogo.datosabiertos.gob.ec/dataset/residuos-peligrosos-en-establecimientos-de-salud-inec
2013;Clinica latino;3;Azuay;Cuenca;Cuenca;Ecuador;Clinica General;Clinicas Generales sin especialidad;Privados con Fines de Lucro;Sector Privado con fines de lucro;63;1;4;2;5;3;1;1;3;1;1;2;1;3;1;1;1;http://catalogo.datosabiertos.gob.ec/dataset/recursos-y-actividades-de-salud-inec;Residuos peligrosos;Si;5760;No;0;Si;5760;0;0;0;0;Si;No;No;Si;No;0;No;0;Urbana;http://catalogo.datosabiertos.gob.ec/dataset/residuos-peligrosos-en-establecimientos-de-salud-inec
2013;Clinica General de Cuenca;4;Azuay;Cuenca;Cuenca;Ecuador;Clinica General;Clinicas Generales sin especialidad;Privados con Fines de Lucro;Sector Privado con fines de lucro;108;0;8;3;5;5;7;7;7;0;3;5;1;4;0;1;4;http://catalogo.datosabiertos.gob.ec/dataset/recursos-y-actividades-de-salud-inec;Residuos peligrosos;Si;9409;No;0;Si;9409;9409;0;0;9409;Si;No;No;Si;No;0;No;0;Urbana;http://catalogo.datosabiertos.gob.ec/dataset/residuos-peligrosos-en-establecimientos-de-salud-inec
2013;Hospital General de Cuenca;6;Azuay;Cuenca;Cuenca;Ecuador;Hospital General;Agudo;Ministerio de Salud Publica;Sector Publico;156;43;8;2;12;14;3;4;4;2;2;2;1;2;1;0;2;http://catalogo.datosabiertos.gob.ec/dataset/recursos-y-actividades-de-salud-inec;Residuos peligrosos;Si;96;No;0;Si;96;96;0;0;96;Si;Si;Si;3;No;0;Si;96;Urbana;http://catalogo.datosabiertos.gob.ec/dataset/residuos-peligrosos-en-establecimientos-de-salud-inec
2013;Hospital Especializados de Cuenca;7;Azuay;Cuenca;Cuenca;Ecuador;Hospital Especializados;Agudo;Instituto Ecuatoriano de Seguridad Social;Sector Publico;213;25;6;2;9;18;5;3;6;2;2;4;0;4;1;0;4;http://catalogo.datosabiertos.gob.ec/dataset/recursos-y-actividades-de-salud-inec;Residuos peligrosos;Si;98880;No;0;Si;98880;89174;8970;736;98880;Si;Si;Si;3;No;0;No;0;Urbana;http://catalogo.datosabiertos.gob.ec/dataset/residuos-peligrosos-en-establecimientos-de-salud-inec
2013;Hospital General de Cuenca;8;Azuay;Cuenca;Cuenca;Ecuador;Hospital General;Agudo;Ministerio de Defensa Nacional;Sector Publico;35;2;1;0;2;2;2;1;2;1;1;1;0;1;0;0;1;http://catalogo.datosabiertos.gob.ec/dataset/recursos-y-actividades-de-salud-inec;Residuos peligrosos;Si;3778;No;0;Si;3778;3227;551;0;3778;No;Si;No;Si;Si;3778;No;0;Urbana;http://catalogo.datosabiertos.gob.ec/dataset/residuos-peligrosos-en-establecimientos-de-salud-inec
2013;Hospital Basico de Cuenca;10;Azuay;Cuenca;Cuenca;Ecuador;Hospital Basico;Sin Tipo;Ministerio de Salud Publica;Sector Publico;22;8;1;0;1;1;1;0;0;1;0;0;0;0;0;0;0;http://catalogo.datosabiertos.gob.ec/dataset/recursos-y-actividades-de-salud-inec;Residuos peligrosos;Si;1794;No;0;Si;1794;1690;104;0;1794;No;No;No;No;No;0;No;0;Urbana;http://catalogo.datosabiertos.gob.ec/dataset/residuos-peligrosos-en-establecimientos-de-salud-inec
2013;Hospital Psiquiatrico y Sanatorio de Alcoholicos de Cuenca;11;Azuay;Cuenca;Cuenca;Ecuador;Hospital Psiquiatrico y Sanatorio de Alcoholicos;Cronico;Privados sin Fines de Lucro;Sector Privado sin fines de lucro;13;2;0;0;1;0;0;0;0;6;0;0;0;0;0;0;0;http://catalogo.datosabiertos.gob.ec/dataset/recursos-y-actividades-de-salud-inec;Residuos peligrosos;Si;111;No;0;Si;111;75;36;0;111;Si;Si;No;2;No;0;Si;111;Urbana;http://catalogo.datosabiertos.gob.ec/dataset/residuos-peligrosos-en-establecimientos-de-salud-inec
2013;Hospital Basico de Giron;12;Azuay;Giron;Giron;Ecuador;Hospital Basico;Sin Tipo;Ministerio de Salud Publica;Sector Publico;24;4;1;0;2;2;0;0;0;0;0;1;0;0;0;0;0;http://catalogo.datosabiertos.gob.ec/dataset/recursos-y-actividades-de-salud-inec;Residuos peligrosos;Si;4458;No;0;Si;4458;3566;892;0;4458;Si;No;Si;2;Si;4458;No;0;Urbana;http://catalogo.datosabiertos.gob.ec/dataset/residuos-peligrosos-en-establecimientos-de-salud-inec
2013;Hospital Basico de Gualaceo;13;Azuay;Gualaceo;Gualaceo;Ecuador;Hospital Basico;Sin Tipo;Ministerio de Salud Publica;Sector Publico;28;6;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;http://catalogo.datosabiertos.gob.ec/dataset/recursos-y-actividades-de-salud-inec;Residuos peligrosos;Si;1573;No;0;Si;1573;1500;69;4;1573;Si;Si;Si;3;Si;1500;No;0;Urbana;http://catalogo.datosabiertos.gob.ec/dataset/residuos-peligrosos-en-establecimientos-de-salud-inec
2013;Hospital Basico de Santa Isabel;14;Azuay;Santa Isabel;Santa Isabel;Ecuador;Hospital Basico;Sin Tipo;Ministerio de Salud Publica;Sector Publico;24;4;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;http://catalogo.datosabiertos.gob.ec/dataset/recursos-y-actividades-de-salud-inec;Residuos peligrosos;Si;1058;No;0;Si;1058;529;529;0;1058;Si;No;No;Si;No;0;No;0;Urbana;http://catalogo.datosabiertos.gob.ec/dataset/residuos-peligrosos-en-establecimientos-de-salud-inec
2013;Hospital Basico de Sigsig;15;Azuay;Sigsig;Sigsig;Ecuador;Hospital Basico;Sin Tipo;Ministerio de Salud Publica;Sector Publico;19;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;http://catalogo.datosabiertos.gob.ec/dataset/recursos-y-actividades-de-salud-inec;Residuos peligrosos;Si;468;No;0;Si;468;329;139;0;468;Si;No;No;Si;No;0;No;0;Urbana;http://catalogo.datosabiertos.gob.ec/dataset/residuos-peligrosos-en-establecimientos-de-salud-inec
2013;Hospital Basico de Paute;16;Azuay;Paute;Paute;Ecuador;Hospital Basico;Sin Tipo;Ministerio de Salud Publica;Sector Publico;22;6;2;0;2;2;0;0;0;0;0;0;0;0;0;0;0;http://catalogo.datosabiertos.gob.ec/dataset/recursos-y-actividades-de-salud-inec;Residuos peligrosos;No;0;No;0;No;0;0;0;0;0;No;No;No;No;No;0;No;0;Urbana;http://catalogo.datosabiertos.gob.ec/dataset/residuos-peligrosos-en-establecimientos-de-salud-inec
